random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios
72,0.5103695669221595,0.5545769609086766,RF Individual,0.532473263915418
73,0.5004429825747859,0.5384511481241329,RF Individual,0.5194470653494594
74,0.5093718182905426,0.5486905247477558,RF Individual,0.5290311715191491
75,0.4911681979707537,0.5264606894423169,RF Individual,0.5088144437065353
76,0.5132822403482691,0.5434287656311143,RF Individual,0.5283555029896917
77,0.4932677854077015,0.5540114135270966,RF Individual,0.523639599467399
78,0.50503432962898,0.5374220710711378,RF Individual,0.5212282003500589
79,0.4926093401964228,0.5508046109981841,RF Individual,0.5217069755973034
80,0.5090410976287556,0.5558206687608886,RF Individual,0.5324308831948221
81,0.494479255654909,0.5318681743047435,RF Individual,0.5131737149798263
82,0.516220861984893,0.5555693224011344,RF Individual,0.5358950921930137
83,0.5096303347866408,0.5598795991456904,RF Individual,0.5347549669661655
84,0.5093377211995682,0.5474540429065722,RF Individual,0.5283958820530702
85,0.4912347153835527,0.5406790281436031,RF Individual,0.5159568717635779
86,0.5090922141298061,0.5329685910597566,RF Individual,0.5210304025947814
87,0.4869369198235732,0.5417398420156283,RF Individual,0.5143383809196007
88,0.5028165932285136,0.5464745412836527,RF Individual,0.5246455672560831
89,0.5050645401965081,0.5670842002698269,RF Individual,0.5360743702331675
90,0.5093958115959221,0.5738161271114663,RF Individual,0.5416059693536942
91,0.499352517333707,0.5551747752055587,RF Individual,0.5272636462696328
92,0.5157067554810437,0.5525609863967679,RF Individual,0.5341338709389059
93,0.4946025929050816,0.5564332825858996,RF Individual,0.5255179377454906
94,0.5205130548633725,0.5406944310373275,RF Individual,0.5306037429503501
95,0.4980783983552198,0.5421532664354058,RF Individual,0.5201158323953128
96,0.4992915192778826,0.5554490952491387,RF Individual,0.5273703072635106
97,0.4907316240908893,0.5353945911904319,RF Individual,0.5130631076406605
98,0.5198124925638395,0.552814348462373,RF Individual,0.5363134205131063
99,0.4951630107145394,0.5380894365609419,RF Individual,0.5166262236377406
100,0.4976700532860313,0.5417401899400729,RF Individual,0.5197051216130522
0,0.4042079028851542,0.4438757693327377,RandomForest Multisalida,0.42404183610894597
1,0.4147152225781622,0.4525485025355098,RandomForest Multisalida,0.433631862556836
2,0.4173470171705518,0.4529309762356407,RandomForest Multisalida,0.43513899670309625
3,0.4180462597439477,0.4501050028240837,RandomForest Multisalida,0.4340756312840157
4,0.4227881498029958,0.4548604864915754,RandomForest Multisalida,0.4388243181472856
5,0.4065126849254686,0.4498503406100255,RandomForest Multisalida,0.4281815127677471
6,0.4042326744526766,0.4423582132633771,RandomForest Multisalida,0.42329544385802687
7,0.4079264965119302,0.4482265681743964,RandomForest Multisalida,0.4280765323431633
8,0.4088946684881416,0.4406073632072456,RandomForest Multisalida,0.4247510158476936
9,0.4223813767170447,0.4569914071864064,RandomForest Multisalida,0.43968639195172554
10,0.406434001251327,0.4508414646081642,RandomForest Multisalida,0.4286377329297456
11,0.4016800423780351,0.4423580389869823,RandomForest Multisalida,0.42201904068250873
12,0.4080972076683186,0.4379138418883227,RandomForest Multisalida,0.42300552477832065
13,0.4083679176384895,0.4495756091266993,RandomForest Multisalida,0.4289717633825944
